game,ply,side,san,uci,fen_before,depth,nodes,nps,engine_time_ms,wall_time_s,time_gap_ms,score_type,score_val,score_cp,pv,bookns,ttns,singns,evalns,probcutns,sf_best_move,sf_best_cp,sf_actual_cp,sf_cp_lost,sf_match,sf_mate_involved,sf_accuracy,sf_class
1,1,white,e4,e2e4,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,,,,,0.928,,,,0,,,,,,,e2e4,30,29,1,True,False,99.5884532447944,Best
1,2,black,e5,e7e5,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,,,,,0.877,,,,0,,,,,,,e7e5,-32,-28,-4,True,False,99.9999,Best
1,3,white,Nf3,g1f3,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,,,,,0.881,,,,0,,,,,,,g1f3,26,23,3,True,False,98.76936074890017,Best
1,4,black,Nc6,b8c6,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,,,,,0.457,,,,0,,,,,,,b8c6,-23,-27,4,True,False,98.36259070253243,Best
1,5,white,Bb5,f1b5,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,,,,,0.513,,,,0,,,,,,,f1b5,25,26,-1,True,False,99.9999,Best
1,6,black,a6,a7a6,r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,,,,,0.83,,,,0,,,,,,,g8f6,-26,-32,6,False,False,97.55548723575733,Excellent
1,7,white,Ba4,b5a4,r1bqkbnr/1ppp1ppp/p1n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,,,,,0.094,,,,0,,,,,,,b5a4,28,28,0,True,False,99.9999,Best
1,8,black,Nf6,g8f6,r1bqkbnr/1ppp1ppp/p1n5/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 4,,,,,0.414,,,,0,,,,,,,g8f6,-39,-40,1,True,False,99.58941114454954,Best
1,9,white,O-O,e1g1,r1bqkb1r/1ppp1ppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 5,,,,,0.326,,,,0,,,,,,,e1g1,32,31,1,True,False,99.5886228290688,Best
1,10,black,Be7,f8e7,r1bqkb1r/1ppp1ppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 3 5,,,,,0.321,,,,0,,,,,,,f6e4,-36,-38,2,False,False,99.18002795655589,Excellent
1,11,white,Re1,f1e1,r1bqk2r/1pppbppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 4 6,,,,,0.279,,,,0,,,,,,,f1e1,46,37,9,True,False,96.36579208205835,Best
1,12,black,b5,b7b5,r1bqk2r/1pppbppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQR1K1 b kq - 5 6,,,,,0.093,,,,0,,,,,,,b7b5,-35,-39,4,True,False,98.36667689524161,Best
1,13,white,Bb3,a4b3,r1bqk2r/2ppbppp/p1n2n2/1p2p3/B3P3/5N2/PPPP1PPP/RNBQR1K1 w kq - 0 7,,,,,0.0,,,,0,,,,,,,a4b3,33,39,-6,True,False,99.9999,Best
1,14,black,d6,d7d6,r1bqk2r/2ppbppp/p1n2n2/1p2p3/4P3/1B3N2/PPPP1PPP/RNBQR1K1 b kq - 1 7,,,,,0.14,,,,0,,,,,,,e8g8,-45,-46,1,False,False,99.5901172493577,Excellent
1,15,white,c3,c2c3,r1bqk2r/2p1bppp/p1np1n2/1p2p3/4P3/1B3N2/PPPP1PPP/RNBQR1K1 w kq - 0 8,,,,,0.094,,,,0,,,,,,,c2c3,50,43,7,True,False,97.16628298404223,Best
1,16,black,Na5,c6a5,r1bqk2r/2p1bppp/p1np1n2/1p2p3/4P3/1BP2N2/PP1P1PPP/RNBQR1K1 b kq - 0 8,,,,,0.093,,,,0,,,,,,,e8g8,-43,-58,15,False,False,94.03092240286887,Excellent
1,17,white,Bc2,b3c2,r1bqk2r/2p1bppp/p2p1n2/np2p3/4P3/1BP2N2/PP1P1PPP/RNBQR1K1 w kq - 1 9,14,14522234,7466444,1945,3.002,1057,cp,40,40,b3c2 e8g8 b1a3 c8e6 c2b1,140,542826307,1526316408,409494436,2606207,b3c2,56,55,1,True,False,99.59151084757247,Best
1,18,black,O-O,e8g8,r1bqk2r/2p1bppp/p2p1n2/np2p3/4P3/2P2N2/PPBP1PPP/RNBQR1K1 b kq - 2 9,14,37269929,12415032,3002,3.002,0,cp,-46,-46,e8g8 d2d4 e5d4 c3d4 c8b7 b1c3 b5b4 c3b1 a5c6 c2d3,130,1479614321,4696402961,1261285809,1115512,c7c5,-49,-63,14,False,False,94.42856954850986,Excellent
1,19,white,d4,d2d4,r1bq1rk1/2p1bppp/p2p1n2/np2p3/4P3/2P2N2/PPBP1PPP/RNBQR1K1 w - - 3 10,14,26106402,10805629,2416,3.002,586,cp,50,50,d2d4 e5d4 c3d4 c8b7 c2d3 a5c6 b1c3 c6b4 d3b1 b4c6 d4d5 c6e5 c1e3,70,1005475355,3082947195,788345086,337366,d2d4,67,65,2,True,False,99.18822768677269,Best
1,20,black,exd4,e5d4,r1bq1rk1/2p1bppp/p2p1n2/np2p3/3PP3/2P2N2/PPB2PPP/RNBQR1K1 b - - 0 10,15,26218158,8736473,3001,3.001,0,cp,-50,-50,e5d4 c3d4 c8b7 b1d2 a5c6 d4d5 c6e5 f3e5 d6e5 e1e2 e7b4 d2f3 d8e7 c1d2 b4d2,90,1110749001,3457862906,841524273,4562377,f6d7,-71,-76,5,False,False,97.98972029695341,Excellent
1,21,white,cxd4,c3d4,r1bq1rk1/2p1bppp/p2p1n2/np6/3pP3/2P2N2/PPB2PPP/RNBQR1K1 w - - 0 11,14,15302801,5296919,2889,3.002,113,cp,55,55,c3d4 c8b7,140,593065106,1795012682,462258570,14035143,c3d4,78,82,-4,True,False,99.9999,Best
1,22,black,Bb7,c8b7,r1bq1rk1/2p1bppp/p2p1n2/np6/3PP3/5N2/PPB2PPP/RNBQR1K1 b - - 0 11,13,25704388,8565274,3001,3.002,1,cp,-50,-50,c8b7 b1d2 a5c6 d4d5,140,980940111,3295278968,820911513,309967,c7c5,-63,-97,34,False,False,87.123534164327,Good
1,23,white,Nbd2,b1d2,r2q1rk1/1bp1bppp/p2p1n2/np6/3PP3/5N2/PPB2PPP/RNBQR1K1 w - - 1 12,12,19553645,6515709,3001,3.002,1,cp,56,56,b1d2 a5c6 d4d5 c6e5 f3e5 d6e5 d2f3 f8e8 c2d3 e7b4,330,719732155,2145003815,580265526,326677,b1d2,104,99,5,True,False,98.0222245936583,Best
1,24,black,Nc6,a5c6,r2q1rk1/1bp1bppp/p2p1n2/np6/3PP3/5N2/PPBN1PPP/R1BQR1K1 b - - 2 12,14,29508759,9829699,3002,3.002,0,cp,-55,-55,a5c6 d4d5 c6e5 f3e5 d6e5 c2d3 e7b4,80,1121468796,3179294840,908245547,375578,f8e8,-104,-125,21,False,False,92.01796907858298,Excellent
1,25,white,Nb3,d2b3,r2q1rk1/1bp1bppp/p1np1n2/1p6/3PP3/5N2/PPBN1PPP/R1BQR1K1 w - - 3 13,13,18867613,6289204,3000,3.001,1,cp,60,60,d2b3 f8e8,70,670650492,1656087814,492160053,2363298,d2f1,128,120,8,False,False,96.90597206315226,Excellent
1,26,black,Bc8,b7c8,r2q1rk1/1bp1bppp/p1np1n2/1p6/3PP3/1N3N2/PPB2PPP/R1BQR1K1 b - - 4 13,14,30236775,10072210,3002,3.003,1,cp,-60,-60,b7c8 d1e2,40,1274773312,3746734502,1038211939,5894498,f8e8,-133,-179,46,False,False,83.88182507448391,Good
1,27,white,e5,e4e5,r1bq1rk1/2p1bppp/p1np1n2/1p6/3PP3/1N3N2/PPB2PPP/R1BQR1K1 w - - 5 14,12,6646193,6075130,1094,3.002,1908,cp,116,116,e4e5 d6e5 d4e5 f6d7,130,238253781,626267738,199839013,0,a2a3,186,150,36,False,False,87.30725564125412,Good
1,28,black,dxe5,d6e5,r1bq1rk1/2p1bppp/p1np1n2/1p2P3/3P4/1N3N2/PPB2PPP/R1BQR1K1 b - - 0 14,14,16584266,5526246,3001,3.001,0,cp,-158,-158,d6e5 d4e5 d8d1 e1d1 f6e8 c2e4 c8b7 c1g5 f7f6 g5e3 a8d8 d1c1 c6a5 e5f6,130,617800244,1753284318,446813548,22549594,f6d5,-164,-206,42,False,False,85.61429057877572,Good
1,29,white,dxe5,d4e5,r1bq1rk1/2p1bppp/p1n2n2/1p2p3/3P4/1N3N2/PPB2PPP/R1BQR1K1 w - - 0 15,14,11220401,3901391,2876,3.003,127,cp,171,171,d4e5 f6d5 c2h7 g8h7 d1c2 h7g8 c2c6 a8a7,280,439412172,1060790089,290076631,3531447,d4e5,204,211,-7,True,False,99.9999,Best
1,30,black,Qxd1,d8d1,r1bq1rk1/2p1bppp/p1n2n2/1p2P3/8/1N3N2/PPB2PPP/R1BQR1K1 b - - 0 15,13,7371296,2454644,3003,3.003,0,cp,-158,-158,d8d1 e1d1 f6e8 c2e4 c8b7 c1g5 f7f6 g5e3 a8d8 d1c1 c6a5 e5f6 e7f6,170,248982489,674966239,169563953,1872493,f6d5,-211,-318,107,False,False,70.19925372485406,Inaccuracy
1,31,white,Rxd1,e1d1,r1b2rk1/2p1bppp/p1n2n2/1p2P3/8/1N3N2/PPB2PPP/R1BqR1K1 w - - 0 16,14,5531925,3683039,1502,3.0,1498,cp,134,134,e1d1 f6e8 c2e4,30,235948618,597539961,160922337,342337,e1d1,321,329,-8,True,False,99.9999,Best
1,32,black,Ne8,f6e8,r1b2rk1/2p1bppp/p1n2n2/1p2P3/8/1N3N2/PPB2PPP/R1BR2K1 b - - 0 16,14,10624093,4151658,2559,3.003,444,cp,-180,-180,f6e8 c1e3 f7f5,70,469278007,1207058976,301698732,590858,f6d7,-332,-423,91,False,False,78.56108693616106,Inaccuracy
1,33,white,Be3,c1e3,r1b1nrk1/2p1bppp/p1n5/1p2P3/8/1N3N2/PPB2PPP/R1BR2K1 w - - 1 17,13,13005645,4332326,3002,3.002,0,cp,152,152,c1e3 f7f5 b3d4 c6d4 f3d4 f5f4 c2e4 f4e3 e4a8 f8f2,40,520169791,1330891158,398098697,716247,c2e4,435,312,123,False,False,71.92143675092733,Inaccuracy
1,34,black,f5,f7f5,r1b1nrk1/2p1bppp/p1n5/1p2P3/8/1N2BN2/PPB2PPP/R2R2K1 b - - 2 17,14,10746009,6996099,1536,3.002,1466,cp,-144,-144,f7f5 e3d2 g8h8 b3d4 c6d4 f3d4 e7c5 d4b3 c5b6 d2b4 f8g8 d1d2 c8e6,80,506401728,1529224155,346286532,1380933,f7f5,-297,-290,-7,True,False,99.9999,Best
1,35,white,Nbd4,b3d4,r1b1nrk1/2p1b1pp/p1n5/1p2Pp2/8/1N2BN2/PPB2PPP/R2R2K1 w - f6 0 18,13,23863896,8904438,2680,3.003,323,cp,152,152,b3d4 c6d4,40,959228940,2637468213,695938348,4318204,b3d4,314,303,11,True,False,96.70629328627595,Best
1,36,black,Nxd4,c6d4,r1b1nrk1/2p1b1pp/p1n5/1p2Pp2/3N4/4BN2/PPB2PPP/R2R2K1 b - - 1 18,14,9087256,3182926,2855,3.002,147,cp,-142,-142,c6d4 e3d4,120,365165705,978661526,254552785,621521,c6d4,-321,-316,-5,True,False,99.9999,Best
1,37,white,Nxd4,f3d4,r1b1nrk1/2p1b1pp/p7/1p2Pp2/3n4/4BN2/PPB2PPP/R2R2K1 w - - 0 19,15,14300606,4897467,2920,3.002,82,cp,170,170,f3d4 f5f4 e3c1 c8g4 f2f3 a8d8 d4e2 d8d1 c2d1 e7c5 g1f1 g4f5 c1f4,120,570380112,1427457338,372817747,1259004,f3d4,311,335,-24,True,False,99.9999,Best
1,38,black,f4,f5f4,r1b1nrk1/2p1b1pp/p7/1p2Pp2/3N4/4B3/PPB2PPP/R2R2K1 b - - 0 19,13,9763461,3509511,2782,3.001,219,cp,-184,-184,f5f4 e3c1 c8g4 c2b3 g8h8 f2f3 e7c5 g1f1 a8d8 d4e2 d8d1 b3d1 g4e6,110,392690822,1016568405,240898383,824677,c7c5,-347,-375,28,False,False,92.61387830636635,Excellent
1,39,white,Bb3+,c2b3,r1b1nrk1/2p1b1pp/p7/1p2P3/3N1p2/4B3/PPB2PPP/R2R2K1 w - - 0 20,14,21763156,7251968,3001,3.002,1,cp,184,184,c2b3 g8h8 b3d5 f4e3 d5a8 e3f2 g1f1 e7c5,120,849403593,2161289765,527602567,3772549,e3d2,370,328,42,False,False,88.85802880535078,Good
1,40,black,Kh8,g8h8,r1b1nrk1/2p1b1pp/p7/1p2P3/3N1p2/1B2B3/PP3PPP/R2R2K1 b - - 1 20,12,1648688,1842109,895,3.001,2106,cp,-181,-181,g8h8 e3c1 e7c5 b3d5 a8a7 d5c6 g7g5 d4f3 c8b7,60,58911066,122535921,38495158,74382,g8h8,-339,-354,15,True,False,95.85258053213181,Best
1,41,white,Bd5,b3d5,r1b1nr1k/2p1b1pp/p7/1p2P3/3N1p2/1B2B3/PP3PPP/R2R2K1 w - - 2 21,14,3627672,2881391,1259,3.001,1742,cp,184,184,b3d5 f4e3 d5a8 e3f2 g1f1 e7c5,300,168666402,381833724,109252053,540664,e3d2,355,171,184,False,False,54.240938960141705,Mistake
1,42,black,fxe3,f4e3,r1b1nr1k/2p1b1pp/p7/1p1BP3/3N1p2/4B3/PP3PPP/R2R2K1 b - - 3 21,14,7847016,5396847,1454,3.001,1547,cp,-145,-145,f4e3 d5a8 f8f2 a8c6 f2b2 d1c1 e3e2 c6e8,170,314739391,818910696,195259977,1494462,f4e3,-187,-173,-14,True,False,99.9999,Best
1,43,white,Bxa8,d5a8,r1b1nr1k/2p1b1pp/p7/1p1BP3/3N4/4p3/PP3PPP/R2R2K1 w - - 0 22,15,7497193,9587203,782,3.001,2219,cp,144,144,d5a8 e3f2 g1h1,70,287665734,841095125,192488678,3131445,d5a8,180,193,-13,True,False,99.9999,Best
1,44,black,Rxf2,f8f2,B1b1nr1k/2p1b1pp/p7/1p2P3/3N4/4p3/PP3PPP/R2R2K1 b - - 0 22,13,11477052,3825684,3000,3.0,0,cp,-152,-152,f8f2 d4f3 f2b2 a8c6 e3e2 d1c1 e8d6,170,351236253,926732621,198575236,179944,c7c5,-189,-190,1,False,False,99.63357391784902,Excellent
1,45,white,Nc6,d4c6,B1b1n2k/2p1b1pp/p7/1p2P3/3N4/4p3/PP3rPP/R2R2K1 w - - 0 23,12,33722220,11236994,3001,3.001,0,cp,172,172,d4c6 f2f7,70,1025110327,2651439298,632898301,1922399,a8c6,204,108,96,False,False,69.24423819102623,Inaccuracy
1,46,black,Bc5,e7c5,B1b1n2k/2p1b1pp/p1N5/1p2P3/8/4p3/PP3rPP/R2R2K1 b - - 1 23,14,15096535,6364475,2372,3.001,629,cp,-142,-142,e7c5 d1d8 e3e2,120,538274221,1463498138,299760479,3054555,e7c5,-143,-146,3,True,False,98.84970988143658,Best
1,47,white,Rd8,d1d8,B1b1n2k/2p3pp/p1N5/1pb1P3/8/4p3/PP3rPP/R2R2K1 w - - 2 24,14,14740416,6162381,2392,3.001,609,cp,172,172,d1d8 c8d7,240,487908605,1250829967,261967857,1769176,d1d8,160,179,-19,True,False,99.9999,Best
1,48,black,e2,e3e2,B1bRn2k/2p3pp/p1N5/1pb1P3/8/4p3/PP3rPP/R5K1 b - - 3 24,13,5678609,2870884,1978,3.0,1022,cp,233,233,e3e2 g2g4 c8d7 e5e6,40,147290165,463066680,77112528,7489589,g7g5,-186,-324,138,False,False,62.87378295687128,Mistake
1,49,white,Nd4,c6d4,B1bRn2k/2p3pp/p1N5/1pb1P3/8/8/PP2prPP/R5K1 w - - 0 25,14,5847196,3075852,1901,3.001,1100,cp,157,157,c6d4 f2f8 a8f3 h8g8 d8c8 c5d4 g1h1 d4e5,180,192363683,554025850,100472359,253644,c6d4,346,349,-3,True,False,99.9999,Best
1,50,black,Rf8,f2f8,B1bRn2k/2p3pp/p7/1pb1P3/3N4/8/PP2prPP/R5K1 b - - 1 25,15,11735209,5187979,2262,3.001,739,cp,-129,-129,f2f8 a1e1 c8e6 e1e2 e6a2 a8b7 a6a5 e2f2 f8g8 f2d2 a2e6,130,440728801,1297852499,234501132,2525434,f2f8,-355,-367,12,True,False,96.76717468915218,Best
1,51,white,Bf3,a8f3,B1bRnr1k/2p3pp/p7/1pb1P3/3N4/8/PP2p1PP/R5K1 w - - 2 26,13,9355735,6849000,1366,3.001,1635,cp,189,189,a8f3 f8g8 g1h1 e8f6 d8g8 h8g8 d4b3 c5f2 f3e2 f6e4,130,323513158,818462939,175451644,1911831,a8f3,375,366,9,True,False,97.61464111262073,Best
1,52,black,Be6,c8e6,2bRnr1k/2p3pp/p7/1pb1P3/3N4/5B2/PP2p1PP/R5K1 b - - 3 26,13,9420365,5307247,1775,3.003,1228,cp,-144,-144,c8e6 g1f2 c5b6 f2e3 e6a2 d8a8 a6a5 a1e1 a2f7 f3c6,90,326652908,875579981,180299021,967115,g7g5,-354,-409,55,False,False,86.56385660700346,Good
1,53,white,Bxe2,f3e2,3Rnr1k/2p3pp/p3b3/1pb1P3/3N4/5B2/PP2p1PP/R5K1 w - - 4 27,14,10463837,3839940,2725,3.002,277,cp,219,219,f3e2 h8g8 g1h1 c5d4 d8d4 f8f2 d4e4 e6c4 e2c4 b5c4 b2b3,170,377498272,1001275295,209752798,1230795,g1h1,405,408,-3,False,False,99.9999,Excellent
1,54,black,Kg8,h8g8,3Rnr1k/2p3pp/p3b3/1pb1P3/3N4/8/PP2B1PP/R5K1 b - - 0 27,12,18043674,6012553,3001,3.002,1,cp,-234,-234,h8g8 g1h1 c5d4 d8d4 f8f5 d4e4 g8f7 h1g1 e6d5 e4e3 f7e7 a2a4,370,620478274,1466222787,352539327,1971260,h8g8,-409,-404,-5,True,False,99.9999,Best
1,55,white,Kh1,g1h1,3Rnrk1/2p3pp/p3b3/1pb1P3/3N4/8/PP2B1PP/R5K1 w - - 1 28,13,10418033,3583774,2907,3.002,95,cp,238,238,g1h1 c5d4 d8d4 f8f5 d4e4 e6d5,60,342641145,852340164,181286690,1284007,g1h1,403,403,0,True,False,99.9999,Best
1,56,black,Bxd4,c5d4,3Rnrk1/2p3pp/p3b3/1pb1P3/3N4/8/PP2B1PP/R6K b - - 2 28,14,8714640,5208989,1673,3.001,1328,cp,-224,-224,c5d4 d8d4 f8f5 d4e4 e6d5 e4e3 c7c6 h1g1 e8c7 e2d3,90,321226079,826957811,186480146,1947729,c5d4,-417,-420,3,True,False,99.2815499302993,Best
1,57,white,Rxd4,d8d4,3Rnrk1/2p3pp/p3b3/1p2P3/3b4/8/PP2B1PP/R6K w - - 0 29,16,12151014,5343453,2274,3.0,726,cp,270,270,d8d4 f8f7 d4d8 f7e7 e2h5 e6f7 h5f7 g8f7 a1f1 f7g8 d8a8 e7e6 h1g1 e6e5 a8a6 e5e2,200,472117502,1153658573,239371444,4017215,d8d4,426,419,7,True,False,98.34727122396819,Best
1,58,black,Rf5,f8f5,4nrk1/2p3pp/p3b3/1p2P3/3R4/8/PP2B1PP/R6K b - - 0 29,15,16010992,5401819,2964,3.002,38,cp,-207,-207,f8f5 d4d8 f5e5 d8e8 g8f7 e8e6 f7e6 e2f3 e5c5 f3e4,130,587841792,1462238477,309413697,3154721,f8f5,-404,-429,25,True,False,94.13698547386221,Best
1,59,white,Re4,d4e4,4n1k1/2p3pp/p3b3/1p2Pr2/3R4/8/PP2B1PP/R6K w - - 1 30,13,5516790,6269079,880,3.0,2120,cp,241,241,d4e4 g8f7 h1g1 e6d5 e4e3 f7e7 a2a4 c7c6 a4b5 a6b5 e2d3 f5h5,50,238362349,614312259,121557158,810102,d4d8,431,361,70,False,False,83.70760902619428,Good
1,60,black,Bd5,e6d5,4n1k1/2p3pp/p3b3/1p2Pr2/4R3/8/PP2B1PP/R6K b - - 2 30,14,11658199,6437437,1811,3.002,1191,cp,-220,-220,e6d5,181,420128538,1015273199,224543590,2189927,h7h5,-394,-403,9,False,False,97.75826389138689,Excellent
1,61,white,Re3,e4e3,4n1k1/2p3pp/p7/1p1bPr2/4R3/8/PP2B1PP/R6K w - - 3 31,15,7938194,4631385,1714,3.001,1287,cp,222,222,e4e3 f5f2 e2f3 d5f3 e3f3 f2f3 g2f3 g8f7 h1g1 f7e7,110,285979351,677801693,157957476,1200749,e4e3,419,415,4,True,False,99.03980704406678,Best
1,62,black,Rg5,f5g5,4n1k1/2p3pp/p7/1p1bPr2/8/4R3/PP2B1PP/R6K b - - 4 31,11,19338664,6444073,3001,3.001,0,cp,-212,-212,f5g5 e2f3 d5f3 g2f3 g8f7 a1g1 g5f5 h1g2,160,491911328,827110771,281666864,72181,c7c6,-427,-444,17,False,False,96.15285368822363,Excellent
1,63,white,Bf3,e2f3,4n1k1/2p3pp/p7/1p1bP1r1/8/4R3/PP2B1PP/R6K w - - 5 32,15,18485491,6159777,3001,3.001,0,cp,219,219,e2f3 d5f3 g2f3 g8f7 a1d1 f7e7 d1e1 g5g6 e3e4 g6h6,30,655085301,1649975674,386220573,1425956,e2f3,450,460,-10,True,False,99.9999,Best
1,64,black,Bxf3,d5f3,4n1k1/2p3pp/p7/1p1bP1r1/8/4RB2/PP4PP/R6K b - - 6 32,16,16801846,5598749,3001,3.001,0,cp,-226,-226,d5f3 g2f3 g8f7 a1g1 g5f5 g1g2 f7e6 h1g1 a6a5 g1f2,60,585592258,1428460486,308499035,1114371,d5f3,-460,-475,15,True,False,96.85617214320682,Best
1,65,white,gxf3,g2f3,4n1k1/2p3pp/p7/1p2P1r1/8/4Rb2/PP4PP/R6K w - - 0 33,17,10555327,4520482,2335,3.0,665,cp,228,228,g2f3 g8f7 a1g1 g5h5 g1c1 h5h6 h1g2,220,354905606,876678776,172784611,1013458,g2f3,478,471,7,True,False,98.54700630242606,Best
1,66,black,Kf7,g8f7,4n1k1/2p3pp/p7/1p2P1r1/8/4RP2/PP5P/R6K b - - 0 33,14,8491197,6113172,1389,3.001,1612,cp,-226,-226,g8f7 a1g1 g5f5 g1g2 f7e6 h1g1 a6a5 g1f2,120,275429469,637933125,138568694,100976,g5f5,-472,-479,7,False,False,98.5507391200294,Excellent
1,67,white,Rc1,a1c1,4n3/2p2kpp/p7/1p2P1r1/8/4RP2/PP5P/R6K w - - 1 34,15,52905616,17629328,3001,3.001,0,cp,233,233,a1c1 g5g6 e3e4 g6h6,150,1714524126,4124584909,789480713,571672,a1c1,480,482,-2,True,False,99.9999,Best
1,68,black,Rg6,g5g6,4n3/2p2kpp/p7/1p2P1r1/8/4RP2/PP5P/2R4K b - - 2 34,15,12326574,5540033,2225,3.001,776,cp,-241,-241,g5g6 e3e4 f7f8 c1c2 f8g8 e5e6 g6f6 e4e3 f6f5 h1g1 g8f8 c2c6,70,408299800,1026007150,179796591,457051,g5g6,-477,-484,7,True,False,98.56933344083137,Best
1,69,white,Rc2,c1c2,4n3/2p2kpp/p5r1/1p2P3/8/4RP2/PP5P/2R4K w - - 3 35,14,31306510,11269442,2778,3.002,224,cp,243,243,c1c2 f7e7 e3e4 e7f7 e4h4 h7h6 h4e4 f7e7,130,1009874523,2496025365,477879313,366931,f3f4,483,439,44,False,False,90.90254130129168,Good
1,70,black,Ke7,f7e7,4n3/2p2kpp/p5r1/1p2P3/8/4RP2/PPR4P/7K b - - 4 35,15,34579175,11522550,3001,3.001,0,cp,-241,-241,f7e7 e3e4 e7f7 e4h4 f7g8 h4h5,50,1112328117,2680982981,501344009,927048,g6e6,-442,-446,4,False,False,99.10049474019351,Excellent
1,71,white,Re4,e3e4,4n3/2p1k1pp/p5r1/1p2P3/8/4RP2/PPR4P/7K w - - 5 36,14,32878095,10959365,3000,3.0,0,cp,242,242,e3e4 e7f7 e4h4 f7g8,110,1032823054,2422142417,472282138,128655,f3f4,465,453,12,False,False,97.42260706352492,Excellent
1,72,black,Kf7,e7f7,4n3/2p1k1pp/p5r1/1p2P3/4R3/5P2/PPR4P/7K b - - 6 36,16,46398754,15461097,3001,3.001,0,cp,-245,-245,e7f7 e4h4 f7g8 h4f4 g6e6 f4e4 g8f7,140,1579486395,3922541845,701700371,2181998,e7e6,-455,-471,16,False,False,96.6118944384216,Excellent
1,73,white,Rh4,e4h4,4n3/2p2kpp/p5r1/1p2P3/4R3/5P2/PPR4P/7K w - - 7 37,14,47134881,15706391,3001,3.001,0,cp,248,248,e4h4 f7g8,60,1531420359,3699388014,725756238,680907,e4d4,463,452,11,False,False,97.6260106208615,Excellent
1,74,black,Kg8,f7g8,4n3/2p2kpp/p5r1/1p2P3/7R/5P2/PPR4P/7K b - - 8 37,16,22093522,8494241,2601,3.001,400,cp,-246,-246,f7g8 h4f4 g6e6,50,748774639,2046419497,347376120,2491065,g6g5,-460,-475,15,False,False,96.85617214320682,Excellent
1,75,white,f4,f3f4,4n1k1/2p3pp/p5r1/1p2P3/7R/5P2/PPR4P/7K w - - 9 38,15,35849258,11945770,3001,3.001,0,cp,251,251,f3f4 b5b4 c2d2 g6c6 h1g2 c6c1 g2f3 c1a1 d2d8 g8f7 h4h7 a1a2 d8d2 f7e7 f3e4,40,1247542724,2875389998,615229150,3722680,f3f4,481,490,-9,True,False,99.9999,Best
1,76,black,Rb6,g6b6,4n1k1/2p3pp/p5r1/1p2P3/5P1R/8/PPR4P/7K b - - 0 38,15,18280213,6091373,3001,3.002,1,cp,-254,-254,g6b6 h1g2 b5b4 c2d2 h7h6 g2f3 b4b3,50,577354942,1385811132,284175286,306278,g6e6,-484,-510,26,False,False,95.00162125399977,Excellent
1,77,white,Kg2,h1g2,4n1k1/2p3pp/pr6/1p2P3/5P1R/8/PPR4P/7K w - - 1 39,14,23066403,8232120,2802,3.001,199,cp,260,260,h1g2 h7h6,100,730062456,1630327999,350911076,408270,f4f5,502,480,22,False,False,95.68795902477513,Excellent
1,78,black,b4,b5b4,4n1k1/2p3pp/pr6/1p2P3/5P1R/8/PPR3KP/8 b - - 2 39,15,22688228,9097124,2494,3.001,507,cp,-254,-254,b5b4 c2d2 h7h6 g2f3 b6b5 f3e4 b5a5 b2b3 g8f7 h4g4 f7e6 g4g6,40,731046013,1810549983,346390301,496468,b6g6,-479,-486,7,False,False,98.57673812907352,Excellent
1,79,white,Rc5,c2c5,4n1k1/2p3pp/pr6/4P3/1p3P1R/8/PPR3KP/8 w - - 0 40,14,13513834,7180570,1882,3.001,1119,cp,286,286,c2c5 g8h8,120,464855904,1108499109,223382804,1122950,h4h3,493,453,40,False,False,91.93690308051887,Excellent
1,80,black,h6,h7h6,4n1k1/2p3pp/pr6/2R1P3/1p3P1R/8/PP4KP/8 b - - 1 40,15,37972852,12653399,3001,3.001,0,cp,-296,-296,h7h6 h4h3 c7c6 h3d3 e8c7 d3d8 g8h7 d8c8 c7e6 c5c6 e6f4 g2f3 b6c6 c8c6 f4d3,40,1200136856,3233065612,591558448,3568977,b6b8,-449,-507,58,False,False,88.6538902839427,Good
1,81,white,Kf2,g2f2,4n1k1/2p3p1/pr5p/2R1P3/1p3P1R/8/PP4KP/8 w - - 0 41,13,24098710,8264303,2916,3.001,85,cp,307,307,g2f2 g8f7,130,668283912,1554309954,310509853,229977,f4f5,515,497,18,False,False,96.59504067190312,Excellent
