game,ply,side,san,uci,fen_before,depth,nodes,nps,engine_time_ms,wall_time_s,time_gap_ms,score_type,score_val,score_cp,pv,bookns,ttns,singns,evalns,probcutns,sf_best_move,sf_best_cp,sf_actual_cp,sf_cp_lost,sf_match,sf_mate_involved,sf_accuracy,sf_class
3,13,white,Bb3,a4b3,r1bqk2r/2ppbppp/p1n2n2/1p2p3/B3P3/5N2/PPPP1PPP/RNBQR1K1 w kq - 0 7,,,,,0.0,,,,0,,,,,,,a4b3,35,30,5,True,False,97.96029570669916,Best
3,14,black,d6,d7d6,r1bqk2r/2ppbppp/p1n2n2/1p2p3/4P3/1B3N2/PPPP1PPP/RNBQR1K1 b kq - 1 7,,,,,0.144,,,,0,,,,,,,e8g8,-34,-45,11,False,False,95.57343408283165,Excellent
3,15,white,c3,c2c3,r1bqk2r/2p1bppp/p1np1n2/1p2p3/4P3/1B3N2/PPPP1PPP/RNBQR1K1 w kq - 0 8,,,,,0.098,,,,0,,,,,,,c2c3,44,44,0,True,False,99.9999,Best
3,16,black,Na5,c6a5,r1bqk2r/2p1bppp/p1np1n2/1p2p3/4P3/1BP2N2/PP1P1PPP/RNBQR1K1 b kq - 0 8,,,,,0.098,,,,0,,,,,,,e8g8,-30,-64,34,False,False,86.95249237635657,Good
3,17,white,Bc2,b3c2,r1bqk2r/2p1bppp/p2p1n2/np2p3/4P3/1BP2N2/PP1P1PPP/RNBQR1K1 w kq - 1 9,14,18300604,7017102,2608,3.002,394,cp,43,43,b3c2 e8g8 b1a3 c8e6 c2d3 f6h5,160,710141509,2039567192,531727710,4484414,b3c2,62,55,7,True,False,97.17815414515329,Best
3,18,black,O-O,e8g8,r1bqk2r/2p1bppp/p2p1n2/np2p3/4P3/2P2N2/PPBP1PPP/RNBQR1K1 b kq - 2 9,14,39338254,13104015,3002,3.002,0,cp,-41,-41,e8g8 d2d3 c8e6 c1g5 a8a7 d1e2 a7b7,100,1546612275,4874817553,1296764139,1117989,c7c5,-51,-64,13,False,False,94.81921160006361,Excellent
3,19,white,d4,d2d4,r1bq1rk1/2p1bppp/p2p1n2/np2p3/4P3/2P2N2/PPBP1PPP/RNBQR1K1 w - - 3 10,14,24117319,8033750,3002,3.001,-1,cp,52,52,d2d4 e5d4 c3d4 c8g4 b1c3 a5c4 c2d3 a8a7 d1e2 c4b6,70,900853399,2749047094,700017343,407683,d2d4,76,67,9,True,False,96.40641940616321,Best
3,20,black,Re8,f8e8,r1bq1rk1/2p1bppp/p2p1n2/np2p3/3PP3/2P2N2/PPB2PPP/RNBQR1K1 b - - 0 10,14,21242921,7430192,2859,3.004,145,cp,-49,-49,f8e8 b1d2 e5d4 f3d4 c8g4,110,904156751,2726458530,665899167,4646061,f8e8,-59,-66,7,True,False,97.18269668124509,Best
3,21,white,Nbd2,b1d2,r1bqr1k1/2p1bppp/p2p1n2/np2p3/3PP3/2P2N2/PPB2PPP/RNBQR1K1 w - - 1 11,13,20161147,7528434,2678,3.003,325,cp,48,48,b1d2 e5d4 c3d4 a5c6 d2b3 a8a7 c1d2,150,771428997,2414702207,615856192,2307906,b1d2,56,61,-5,True,False,99.9999,Best
3,22,black,Bg4,c8g4,r1bqr1k1/2p1bppp/p2p1n2/np2p3/3PP3/2P2N2/PPBN1PPP/R1BQR1K1 b - - 2 11,14,16851250,5613341,3002,3.002,0,cp,-47,-47,c8g4 d4d5 f6d7 d2f1 a5c4 f1e3 c4e3 c1e3 d7c5 d1e2,140,640486234,1956468941,504050903,2861932,e7f8,-59,-113,54,False,False,80.38057766108584,Good
3,23,white,d5,d4d5,r2qr1k1/2p1bppp/p2p1n2/np2p3/3PP1b1/2P2N2/PPBN1PPP/R1BQR1K1 w - - 3 12,13,12358775,7836889,1577,3.003,1426,cp,51,51,d4d5 a5b7 d2b3 f6d7 c1e3 b7c5 d1e2 c5b3 c2b3 d7c5 b3c2,60,438983993,1506150926,350021678,1245278,h2h3,104,44,60,False,False,78.32517305898796,Inaccuracy
3,24,black,Nd7,f6d7,r2qr1k1/2p1bppp/p2p1n2/np1Pp3/4P1b1/2P2N2/PPBN1PPP/R1BQR1K1 b - - 0 12,14,28261813,9414328,3002,3.002,0,cp,-41,-41,f6d7 d2f1 a5c4 f1e3 c4e3 c1e3 d7c5,130,1076914812,3702907025,895514045,1496937,g4d7,-40,-151,111,False,False,63.94082824942252,Inaccuracy
3,25,white,Nf1,d2f1,r2qr1k1/2pnbppp/p2p4/np1Pp3/4P1b1/2P2N2/PPBN1PPP/R1BQR1K1 w - - 1 13,14,24647895,8213227,3001,3.001,0,cp,46,46,d2f1 a5c4 f1e3 c4e3 c1e3 a8b8 d1e2 e7f6 c2d3 d7c5,60,841760762,3137642144,670338382,1690741,b2b4,167,65,102,False,False,66.70211365384172,Inaccuracy
3,26,black,Nc4,a5c4,r2qr1k1/2pnbppp/p2p4/np1Pp3/4P1b1/2P2N2/PPB2PPP/R1BQRNK1 b - - 2 13,14,34938949,11638557,3002,3.003,1,cp,-45,-45,a5c4 f1e3 c4e3 c1e3 d7c5 d1e2,60,1352215502,4416878463,1082731102,442064,d7b6,-67,-100,33,False,False,87.50059484498709,Good
3,27,white,Ne3,f1e3,r2qr1k1/2pnbppp/p2p4/1p1Pp3/2n1P1b1/2P2N2/PPB2PPP/R1BQRNK1 w - - 3 14,15,29649512,9873297,3003,3.004,1,cp,41,41,f1e3 c4e3 c1e3 a8b8 d1e2 d7c5 a1d1 e7f6 d1d2 b8b7 e3c5 d6c5 e2d3 d8d7,140,1151438318,3858897817,914524843,2023072,a2a4,109,39,70,False,False,75.1915785332362,Inaccuracy
3,28,black,Nxe3,c4e3,r2qr1k1/2pnbppp/p2p4/1p1Pp3/2n1P1b1/2P1NN2/PPB2PPP/R1BQR1K1 b - - 4 14,16,14580578,6694480,2178,3.001,823,cp,-32,-32,c4e3 c1e3 e7f8 c2d3 d7c5 e3c5 d6c5 a1c1,90,634855144,1881567285,503674317,11229538,c4e3,-37,-39,2,True,False,99.18023518748144,Best
3,29,white,Bxe3,c1e3,r2qr1k1/2pnbppp/p2p4/1p1Pp3/4P1b1/2P1nN2/PPB2PPP/R1BQR1K1 w - - 0 15,16,10896771,5475764,1990,3.002,1012,cp,42,42,c1e3 a8b8 d1e2 d7c5 e1d1 b8b7 d1d2 e7f6 a1d1 g4h5 e3c5 d6c5,140,390194992,1072190094,272857074,2554398,c1e3,33,42,-9,True,False,99.9999,Best
3,30,black,Nc5,d7c5,r2qr1k1/2pnbppp/p2p4/1p1Pp3/4P1b1/2P1BN2/PPB2PPP/R2QR1K1 b - - 0 15,15,35642815,11873022,3002,3.002,0,cp,-27,-27,d7c5 a1b1 e7f8 e3c5 d6c5 e1e3 a8a7,30,1395480910,4259037810,1071233495,757637,d7b6,-31,-102,71,False,False,74.80799293839428,Inaccuracy
3,31,white,Rb1,a1b1,r2qr1k1/2p1bppp/p2p4/1pnPp3/4P1b1/2P1BN2/PPB2PPP/R2QR1K1 w - - 1 16,14,23990500,7994168,3001,3.002,1,cp,31,31,a1b1 a8b8 d1e2 e7f8,30,950654210,2887521242,708730781,4084694,h2h3,107,62,45,False,False,83.35334982532093,Good
3,32,black,Bf8,e7f8,r2qr1k1/2p1bppp/p2p4/1pnPp3/4P1b1/2P1BN2/PPB2PPP/1R1QR1K1 b - - 2 16,14,17048864,5682954,3000,3.0,0,cp,-27,-27,e7f8 e3c5 d6c5 e1e3 a8a7,50,665040303,2080843876,504115076,633704,c5d7,-46,-74,28,False,False,89.17579326364172,Good
3,33,white,Bxc5,e3c5,r2qrbk1/2p2ppp/p2p4/1pnPp3/4P1b1/2P1BN2/PPB2PPP/1R1QR1K1 w - - 3 17,15,31280975,10426991,3000,3.0,0,cp,27,27,e3c5 d6c5 c2d3 f8d6 d3e2 d8f6,90,1327111498,4225673704,1012401195,7687792,h2h3,78,0,78,False,False,72.46353275685533,Inaccuracy
3,34,black,dxc5,d6c5,r2qrbk1/2p2ppp/p2p4/1pBPp3/4P1b1/2P2N2/PPB2PPP/1R1QR1K1 b - - 0 17,17,13144422,5026547,2615,3.002,387,cp,-27,-27,d6c5 c2d3 d8f6 d3e2 f8d6 d1d3 e8e7 b1d1 a8b8 d1d2 b8b7 d3e3 g4d7 d2c2 d7g4 e1d1 e7d7,140,575306957,1586401552,415448733,6319239,d6c5,1,-3,4,True,False,98.35915309981098,Best
3,35,white,Qd3,d1d3,r2qrbk1/2p2ppp/p7/1ppPp3/4P1b1/2P2N2/PPB2PPP/1R1QR1K1 w - - 0 18,15,27600421,11237956,2456,3.004,548,cp,29,29,d1d3 d8f6 c2d1 f8d6 d3e3 a8d8,420,1059352178,3008614884,763898285,347594,c3c4,4,-46,50,False,False,81.30252875426132,Good
3,36,black,Bd6,f8d6,r2qrbk1/2p2ppp/p7/1ppPp3/4P1b1/2PQ1N2/PPB2PPP/1R2R1K1 b - - 1 18,14,24414471,8497901,2873,3.003,130,cp,-32,-32,f8d6 f3d2 d8f6 d3g3 g4d7 d2f3 a8a7 c2d3 e8e7 b1d1 b5b4 c3b4 c5b4,50,1043950874,3027270643,829614965,1544105,c5c4,42,2,40,False,False,84.74753239450892,Good
3,37,white,Qe3,d3e3,r2qr1k1/2p2ppp/p2b4/1ppPp3/4P1b1/2PQ1N2/PPB2PPP/1R2R1K1 w - - 2 19,15,33680497,13775254,2445,3.002,557,cp,33,33,d3e3 d8f6 f3d2 a8d8,140,1400811172,4093519106,1081095285,1523506,c3c4,0,-45,45,False,False,83.0099099998852,Good
3,38,black,a5,a6a5,r2qr1k1/2p2ppp/p2b4/1ppPp3/4P1b1/2P1QN2/PPB2PPP/1R2R1K1 b - - 3 19,14,20423518,6805570,3001,3.001,0,cp,-31,-31,a6a5 c3c4 b5b4 c2a4 g4d7 a4d7 d8d7 e1d1 e8e7 b1a1 a8a7 d1d2,250,823987895,2267491895,619133808,597414,c5c4,31,-57,88,False,False,69.40789295824814,Inaccuracy
3,39,white,c4,c3c4,r2qr1k1/2p2ppp/3b4/pppPp3/4P1b1/2P1QN2/PPB2PPP/1R2R1K1 w - - 0 20,14,31002578,14060126,2205,3.003,798,cp,31,31,c3c4 b5b4 c2a4 g4d7 e3b3 e8e7 a4d7 d8d7 b3d3,140,1261351310,3858794759,1026102025,1263687,a2a4,46,21,25,False,False,90.20085783910629,Good
3,40,black,b4,b5b4,r2qr1k1/2p2ppp/3b4/pppPp3/2P1P1b1/4QN2/PPB2PPP/1R2R1K1 b - - 0 20,14,17142123,9549929,1795,3.001,1206,cp,-33,-33,b5b4 c2a4 g4d7 e3b3 e8e7,220,706392759,2043950383,543838562,2332455,g4f3,-10,-38,28,False,False,89.07072436046568,Good
3,41,white,Ba4,c2a4,r2qr1k1/2p2ppp/3b4/p1pPp3/1pP1P1b1/4QN2/PPB2PPP/1R2R1K1 w - - 0 21,15,32945365,12603429,2614,3.003,389,cp,32,32,c2a4 g4d7 e3b3 e8e7 b1c1,140,1381391899,4026824961,1063906874,1652452,c2a4,41,44,-3,True,False,99.9999,Best
3,42,black,Bd7,g4d7,r2qr1k1/2p2ppp/3b4/p1pPp3/BpP1P1b1/4QN2/PP3PPP/1R2R1K1 b - - 1 21,15,12913389,4304463,3000,3.001,1,cp,-38,-38,g4d7 e3b3 d7a4 b3a4 d8f6 f3d2 d6e7 e1e2 f6b6 b1c1 e7d6 a4b3 e8e7,200,548884829,1200325374,356135102,390603,e8f8,-46,-65,19,False,False,92.51155469034674,Excellent
3,43,white,Qb3,e3b3,r2qr1k1/2pb1ppp/3b4/p1pPp3/BpP1P3/4QN2/PP3PPP/1R2R1K1 w - - 2 22,16,16713044,5600886,2984,3.003,19,cp,34,34,e3b3 e8e7,140,756303611,1727333340,492598990,1366702,a4d7,72,76,-4,False,False,99.9999,Excellent
3,44,black,Rf8,e8f8,r2qr1k1/2pb1ppp/3b4/p1pPp3/BpP1P3/1Q3N2/PP3PPP/1R2R1K1 b - - 3 22,16,35476417,11821531,3001,3.001,0,cp,-33,-33,e8f8 a4d7 d8d7 f3h4 a5a4 b3e3 f8d8,130,1536977090,3476211329,996285387,7682197,d7a4,-74,-79,5,False,False,97.99273478458517,Excellent
3,45,white,Rbd1,b1d1,r2q1rk1/2pb1ppp/3b4/p1pPp3/BpP1P3/1Q3N2/PP3PPP/1R2R1K1 w - - 4 23,15,32081450,10690253,3001,3.002,1,cp,35,35,b1d1 a8a7,100,1373563602,3108849765,886835029,1920949,a4d7,79,29,50,False,False,81.44318218749996,Good
3,46,black,Ra7,a8a7,r2q1rk1/2pb1ppp/3b4/p1pPp3/BpP1P3/1Q3N2/PP3PPP/3RR1K1 b - - 5 23,15,20604173,8884938,2319,3.002,683,cp,-30,-30,a8a7 b3c2 d8e8 a4d7 e8d7 f3h4 a5a4 h4f5 a4a3 f5d6 d7d6 b2b3 a7b7 e1e2 f8a8,120,913062912,2100628342,608087497,2663585,d7g4,-23,-85,62,False,False,77.51815965368277,Inaccuracy
3,47,white,Bxd7,a4d7,3q1rk1/r1pb1ppp/3b4/p1pPp3/BpP1P3/1Q3N2/PP3PPP/3RR1K1 w - - 6 24,15,24604094,8201364,3000,3.0,0,cp,36,36,a4d7 d8d7 f3h4 a5a4 b3e3 a4a3 b2b3 a7b7 h4f5 f8a8 e1e2 b7a7 e3d3,210,1052914285,2422074639,672203144,2193604,a4d7,79,90,-11,True,False,99.9999,Best
3,48,black,Qxd7,d8d7,3q1rk1/r1pB1ppp/3b4/p1pPp3/1pP1P3/1Q3N2/PP3PPP/3RR1K1 b - - 0 24,18,9156505,5509329,1662,3.002,1340,cp,-35,-35,d8d7 f3h4 a5a4 b3d3 a4a3 b2b3 d7e7,120,410470823,941041322,257692723,6138390,d8d7,-95,-94,-1,True,False,99.9999,Best
3,49,white,Nh4,f3h4,5rk1/r1pq1ppp/3b4/p1pPp3/1pP1P3/1Q3N2/PP3PPP/3RR1K1 w - - 0 25,16,39841078,13271511,3002,3.002,0,cp,35,35,f3h4 a5a4 b3e3 a4a3 b2b3 d7e7,80,1735488534,4511764314,1164230542,1199564,a2a4,101,60,41,False,False,84.68477087173862,Good
3,50,black,a4,a5a4,5rk1/r1pq1ppp/3b4/p1pPp3/1pP1P2N/1Q6/PP3PPP/3RR1K1 b - - 1 25,15,24569375,8181610,3003,3.003,0,cp,-35,-35,a5a4 b3d3 a4a3 b2b3 d7e7 h4f5 e7f6 e1e3 f8e8,150,949088709,2394309785,567794377,1143337,a7a6,-78,-60,-18,False,False,99.9999,Excellent
3,51,white,Qe3,b3e3,5rk1/r1pq1ppp/3b4/2pPp3/ppP1P2N/1Q6/PP3PPP/3RR1K1 w - - 0 26,16,15736310,5243688,3001,3.001,0,cp,35,35,b3e3 a4a3 b2b3 d7e7 h4f5 e7f6 e1e2 f8b8 f5d6 f6d6 d1d2 b8e8 e3f3,130,605829179,1546939700,350836258,3102021,b3e3,66,64,2,True,False,99.18787036637244,Best
3,52,black,Qc8,d7c8,5rk1/r1pq1ppp/3b4/2pPp3/ppP1P2N/4Q3/PP3PPP/3RR1K1 b - - 1 26,14,23234450,8204254,2832,3.003,171,cp,-31,-31,d7c8 h4f5 c8a6 e3d3 a4a3 b2b3 f8d8 d1d2 d8d7 e1e2 a6b6 f5d6,180,914763180,2570362618,555919533,3972715,g7g6,-65,-97,32,False,False,87.84016465192943,Good
3,53,white,Nf5,h4f5,2q2rk1/r1p2ppp/3b4/2pPp3/ppP1P2N/4Q3/PP3PPP/3RR1K1 w - - 2 27,12,13966948,4654097,3001,3.002,1,cp,61,61,h4f5 c8b7 e3g3,90,490755125,1158940604,299815630,225599,h4f5,92,101,-9,True,False,99.9999,Best
3,54,black,Qa6,c8a6,2q2rk1/r1p2ppp/3b4/2pPpN2/ppP1P3/4Q3/PP3PPP/3RR1K1 b - - 3 27,13,10930956,8299890,1317,3.0,1683,cp,-33,-33,c8a6 e3d3 a4a3 b2b3 f8d8 d1d2 d8d7,130,417604355,944053957,230662200,811680,c8d8,-79,-347,268,False,False,38.20880108860311,Blunder
3,55,white,Nxg7,f5g7,5rk1/r1p2ppp/q2b4/2pPpN2/ppP1P3/4Q3/PP3PPP/3RR1K1 w - - 4 28,14,16642736,5750772,2894,3.003,109,cp,116,116,f5g7 g8g7 e3g5 g7h8 g5f6 h8g8 d1d3 f8c8,160,647145459,1768680495,395019665,4489735,f5g7,349,347,2,True,False,99.43878855034687,Best
3,56,black,Kh8,g8h8,5rk1/r1p2pNp/q2b4/2pPp3/ppP1P3/4Q3/PP3PPP/3RR1K1 b - - 0 28,15,31839190,10609526,3001,3.002,1,cp,-216,-216,g8h8 g7f5 f8g8 f5h6 g8f8 e3f3 f7f6 f3d3 a4a3 b2b3 a6b6,120,979924108,3452548100,577404996,4675430,g8h8,-403,-403,0,True,False,99.9999,Best
3,57,white,Nf5,g7f5,5r1k/r1p2pNp/q2b4/2pPp3/ppP1P3/4Q3/PP3PPP/3RR1K1 w - - 1 29,14,15186652,5060530,3001,3.001,0,cp,216,216,g7f5 f8g8 e3h6 g8g6 h6h4 a7a8 f5e7 d6e7 h4e7 a6d6 e7d6 g6d6 e1e3 h8g7,340,523969104,1519310581,310077610,1980064,g7f5,413,403,10,True,False,97.56584066133898,Best
3,58,black,Rg8,f8g8,5r1k/r1p2p1p/q2b4/2pPpN2/ppP1P3/4Q3/PP3PPP/3RR1K1 b - - 2 29,14,5378332,3216705,1672,3.0,1328,cp,-216,-216,f8g8 f5h6 g8f8 e3f3 f7f6 f3d3 a4a3 b2b3 a6b6,60,182935856,605795192,99270676,154138,f8g8,-414,-421,7,True,False,98.32757490472326,Best
3,59,white,Nh6,f5h6,6rk/r1p2p1p/q2b4/2pPpN2/ppP1P3/4Q3/PP3PPP/3RR1K1 w - - 3 30,14,28983179,9657840,3001,3.002,1,cp,216,216,f5h6 g8f8 e3g3 a7a8 h6f5 f8g8 g3h4,30,1100043628,3132517881,675399769,3669890,f5h6,401,416,-15,True,False,99.9999,Best
3,60,black,Rf8,g8f8,6rk/r1p2p1p/q2b3N/2pPp3/ppP1P3/4Q3/PP3PPP/3RR1K1 b - - 4 30,15,9716971,7651158,1270,3.001,1731,cp,-211,-211,g8f8 e3f3 d6e7 h6g4 f7f6 g4e3 e7d6 e1e2,130,309733995,1161265507,169974648,508176,g8g6,-409,-437,28,False,False,93.5536711558016,Excellent
3,61,white,Qh3,e3h3,5r1k/r1p2p1p/q2b3N/2pPp3/ppP1P3/4Q3/PP3PPP/3RR1K1 w - - 5 31,12,9972744,3322033,3002,3.002,0,cp,221,221,e3h3 a4a3 h3d7 h8g7 e1e3 a6c8 h6f5 g7h8 d7c8 f8c8 f5d6 c7d6,90,291018396,858664758,170096105,1221147,e3g5,449,382,67,False,False,84.99113940077858,Good
3,62,black,Be7,d6e7,5r1k/r1p2p1p/q2b3N/2pPp3/ppP1P3/7Q/PP3PPP/3RR1K1 b - - 6 31,13,14257164,4752388,3000,3.0,0,cp,-218,-218,d6e7 h6g4 e7d6,150,415548042,1400870438,215255257,1111275,d6e7,-396,-398,2,True,False,99.49576476410071,Best
3,63,white,Qd7,h3d7,5r1k/r1p1bp1p/q6N/2pPp3/ppP1P3/7Q/PP3PPP/3RR1K1 w - - 7 32,12,14362364,4785859,3001,3.001,0,cp,219,219,h3d7 a6d6 d7d6 e7d6,140,445338748,1226994044,275756019,841999,h6f5,403,271,132,False,False,68.23560117872447,Inaccuracy
3,64,black,Qxh6,a6h6,5r1k/r1pQbp1p/q6N/2pPp3/ppP1P3/8/PP3PPP/3RR1K1 b - - 8 32,15,17424733,5806308,3001,3.001,0,cp,-218,-218,a6h6 d7e7 h6d6 e7d6 c7d6 d1d3 f8g8 e1e3,80,601460463,1871546999,341429423,7418866,a6h6,-256,-276,20,True,False,93.63942841803292,Best
3,65,white,Qxe7,d7e7,5r1k/r1pQbp1p/7q/2pPp3/ppP1P3/8/PP3PPP/3RR1K1 w - - 0 33,17,20086200,6693168,3001,3.001,0,cp,221,221,d7e7 h6d6 e7d6 c7d6 d1d3 f8g8,320,780077538,2327758309,493672934,34983178,d7e7,266,262,4,True,False,98.690840516079,Best
3,66,black,Qd6,h6d6,5r1k/r1p1Qp1p/7q/2pPp3/ppP1P3/8/PP3PPP/3RR1K1 b - - 0 33,18,30706321,10232029,3001,3.001,0,cp,-222,-222,h6d6 e7d6 c7d6 d1d3 f8g8 d3g3 g8g3 f2g3 a7b7 e1e2 h8g8 g1f2 a4a3 b2b3 b7c7 f2f3 g8g7 f3e3,140,1164617891,3511710781,693999318,7126885,h6d6,-265,-273,8,True,False,97.41981822560724,Best
3,67,white,Qxd6,e7d6,5r1k/r1p1Qp1p/3q4/2pPp3/ppP1P3/8/PP3PPP/3RR1K1 w - - 1 34,17,12377983,4125994,3000,3.0,0,cp,221,221,e7d6 c7d6 d1d3 f8g8,40,418287305,1034299218,223161950,11470,e7h4,229,82,147,False,False,56.901122427947804,Mistake
3,68,black,cxd6,c7d6,5r1k/r1p2p1p/3Q4/2pPp3/ppP1P3/8/PP3PPP/3RR1K1 b - - 0 34,19,4597166,4773796,963,3.0,2037,cp,-222,-222,c7d6 d1d3 f8g8 d3g3 g8g3 f2g3 a7b7 e1e2 h8g8 g1f2 a4a3 b2b3 b7c7 f2f3 g8g7 f3e3 g7f6 e2d2,120,171516992,358777669,93673340,0,c7d6,-62,-74,12,True,False,95.22904373319044,Best
3,69,white,Rd3,d1d3,5r1k/r4p1p/3p4/2pPp3/ppP1P3/8/PP3PPP/3RR1K1 w - - 0 35,16,39821213,13273737,3000,3.001,1,cp,223,223,d1d3 f8g8 d3g3 g8g3 h2g3,150,1532573014,3253708524,813979873,183936,e1e2,71,41,30,False,False,88.43088506575816,Good
3,70,black,Rg8,f8g8,5r1k/r4p1p/3p4/2pPp3/ppP1P3/3R4/PP3PPP/4R1K1 b - - 1 35,16,31401117,10463551,3001,3.001,0,cp,-222,-222,f8g8 d3g3 g8g3 f2g3 a7b7 e1e2 h8g8 g1f2 a4a3,100,1265314206,2818922239,653917139,68613,f7f5,-47,-77,30,False,False,88.45687952099365,Good
3,71,white,Rf3,d3f3,6rk/r4p1p/3p4/2pPp3/ppP1P3/3R4/PP3PPP/4R1K1 w - - 2 36,16,46405802,15463446,3001,3.001,0,cp,231,231,d3f3 g8g4 e1e3 g4h4 f3h3,80,1923427517,4242327002,1039891978,337592,d3f3,110,103,7,True,False,97.251286301725,Best
3,72,black,Rb7,a7b7,6rk/r4p1p/3p4/2pPp3/ppP1P3/5R2/PP3PPP/4R1K1 b - - 3 36,17,50717180,16900093,3001,3.001,0,cp,-232,-232,a7b7 e1e3 g8g4 f3g3 g4f4 e3e1 f4h4 e1e2,130,2082269022,5178517008,1209050612,1744724,g8g6,-121,-132,11,False,False,95.77850834338037,Excellent
3,73,white,Kf1,g1f1,6rk/1r3p1p/3p4/2pPp3/ppP1P3/5R2/PP3PPP/4R1K1 w - - 4 37,16,33376901,11121926,3001,3.0,-1,cp,231,231,g1f1 g8g4 e1e3 g4h4 f1g1 b7d7 f3g3 d7a7,130,1385790073,3034414456,717697920,452627,f3f5,117,84,33,False,False,87.62288749696633,Good
3,74,black,Ra7,b7a7,6rk/1r3p1p/3p4/2pPp3/ppP1P3/5R2/PP3PPP/4RK2 b - - 5 37,16,24716171,8238723,3000,3.001,1,cp,-232,-232,b7a7 e1e3 g8g4 f1g1 g4h4 f3h3 h4g4 h3g3,150,1010102095,2516821031,537455569,378014,g8g6,-103,-107,4,False,False,98.41850261438107,Excellent
3,75,white,Re2,e1e2,6rk/r4p1p/3p4/2pPp3/ppP1P3/5R2/PP3PPP/4RK2 w - - 6 38,17,46994587,15659642,3001,3.001,0,cp,231,231,e1e2 a4a3 b2b3 g8g4 e2e3 a7d7 f1g1 g4h4,120,1955088736,4764623962,1038298921,3579525,e1e3,114,100,14,False,False,94.57798196010067,Excellent
3,76,black,Rb7,a7b7,6rk/r4p1p/3p4/2pPp3/ppP1P3/5R2/PP2RPPP/5K2 b - - 7 38,18,47477250,17708784,2681,3.002,321,cp,-232,-232,a7b7 e2e3 g8g4 f1g1 g4h4 f3g3 b7d7 g3h3 h4g4 h3f3,40,1994375862,5292659244,1113781107,1549880,g8g6,-101,-143,42,False,False,84.74155575164033,Good
3,77,white,Kg1,f1g1,6rk/1r3p1p/3p4/2pPp3/ppP1P3/5R2/PP2RPPP/5K2 w - - 8 39,17,41246703,13744319,3001,3.001,0,cp,231,231,f1g1 g8g7 e2e3 g7g4 f3g3 g4f4 g1f1 b7a7 g3f3 f4g4 f3g3 g4h4 g3h3 h4f4 f1e2 f4g4,360,1668655616,3786564522,854892453,935634,f3f5,134,101,33,False,False,87.76579716345839,Good
3,78,black,Rg4,g8g4,6rk/1r3p1p/3p4/2pPp3/ppP1P3/5R2/PP2RPPP/6K1 b - - 9 39,16,25376032,18048386,1406,3.0,1594,cp,-224,-224,g8g4 f3f6 b7d7 e2e3 a4a3 b2b3 h8g8 f6f3,290,1122885772,2644455779,624599911,1795680,a4a3,-87,-112,25,False,False,90.47260779862869,Good
3,79,white,Ree3,e2e3,7k/1r3p1p/3p4/2pPp3/ppP1P1r1/5R2/PP2RPPP/6K1 w - - 10 40,17,41792010,13930670,3000,3.001,1,cp,231,231,e2e3 g4h4 f3g3 a4a3 b2b3 h4f4,60,1647766554,3735732577,827943978,4729471,h2h3,133,106,27,False,False,89.89121095162199,Good
3,80,black,Ra7,b7a7,7k/1r3p1p/3p4/2pPp3/ppP1P1r1/4RR2/PP3PPP/6K1 b - - 11 40,17,51838028,17273584,3001,3.001,0,cp,-230,-230,b7a7 f3g3 g4h4 e3e1 a7d7,200,2054915993,4882666429,1073363668,6407549,h8g7,-125,-156,31,False,False,88.67624630211634,Good
3,81,white,Kf1,g1f1,7k/r4p1p/3p4/2pPp3/ppP1P1r1/4RR2/PP3PPP/6K1 w - - 12 41,16,24799221,10260331,2417,3.002,585,cp,231,231,g1f1 a4a3 b2b3 g4h4,40,960649609,2152442114,487333626,3386379,h2h3,169,99,70,False,False,76.07437282602395,Inaccuracy
3,82,black,Rh4,g4h4,7k/r4p1p/3p4/2pPp3/ppP1P1r1/4RR2/PP3PPP/5K2 b - - 13 41,16,34201936,18202201,1879,3.001,1122,cp,-230,-230,g4h4 f3h3 h4g4 f1g1 g4f4 g1f1 a7b7 f1e2 b7d7 g2g3 f4f6 e3f3 f6g6 e2d2 h8g8 f3e3,120,1326468723,3620187874,721060181,7980874,h8g7,-110,-128,18,False,False,93.142348750743,Excellent
3,83,white,Rh3,f3h3,7k/r4p1p/3p4/2pPp3/ppP1P2r/4RR2/PP3PPP/5K2 w - - 14 42,17,16313215,5437738,3000,3.0,0,cp,231,231,f3h3 h4f4 h3g3 a4a3 b2b3 f4h4,110,581683168,1365625553,289152263,4230402,f3f6,132,96,36,False,False,86.69542078619406,Good
3,84,black,Rf4,h4f4,7k/r4p1p/3p4/2pPp3/ppP1P2r/4R2R/PP3PPP/5K2 b - - 15 42,17,8082586,4940455,1636,3.001,1365,cp,-229,-229,h4f4 h3g3 f4h4 f1g1 a7a8 g3h3,250,315693604,718593855,158162479,940426,h4g4,-100,-117,17,False,False,93.46072965461217,Excellent
3,85,white,Rhg3,h3g3,7k/r4p1p/3p4/2pPp3/ppP1Pr2/4R2R/PP3PPP/5K2 w - - 16 43,15,22081958,7360652,3000,3.0,0,cp,231,231,h3g3,380,773360621,1750427719,388452527,2226035,h3h6,121,87,34,False,False,87.30066107915323,Good
3,86,black,Rh4,f4h4,7k/r4p1p/3p4/2pPp3/ppP1Pr2/4R1R1/PP3PPP/5K2 b - - 17 43,16,20690460,6894521,3001,3.001,0,cp,-225,-225,f4h4 f1g1 a7a8 g3f3,130,782024064,1802151058,385832317,3277995,f7f6,-89,-107,18,False,False,93.04068948101282,Excellent
